"RepName","GapHeight","Subject","Behavior","Join","Leave","tstart_j","tstop_j","tstart_l","tstop_l","maxSliceR","Extend","SliceR_start_j","SliceR_stop_j","SliceR_start_l","SliceR_stop_l","gaplength_j","gaplength_latency","gaplength_l","latency_tojoin","traf_join_down","traf_join_up","time_spent","traf_leave_down","traf_leave_up"
"35_S15_T1","35","A6","ChainBottom",0,0,101.941,108.686,NA,NA,4154,0,2206,2368,NA,NA,23.2231791411043,23.2231791411043,NA,6.745,0.148257968865826,0.148257968865826,NA,NA,NA
"35_S15_T1","35","A6","Extension",0,0,101.941,108.686,NA,NA,4154,0,2206,2368,NA,NA,23.2231791411043,23.2231791411043,NA,6.745,0.148257968865826,0.148257968865826,NA,NA,NA
"35_S15_T1","35","A7","ChainBottom",0,0,115.44,120.44,NA,NA,4154,0,2530,2650,NA,NA,24.0820418181818,24.0820418181818,NA,5,0.2,0.2,NA,NA,NA
"35_S15_T1","35","A7","Extension",0,0,115.44,120.44,NA,NA,4154,0,2530,2650,NA,NA,24.0820418181818,24.0820418181818,NA,5,0.2,0.2,NA,NA,NA
"35_S15_T1","35","A10","ChainBottom",0,0,118.729,126.692,NA,NA,4154,0,2609,2800,NA,NA,24.0472975,24.0472975,NA,7.96299999999999,0.251161622504082,0.125580811252041,NA,NA,NA
"35_S15_T1","35","A10","Extension",0,0,118.729,126.692,NA,NA,4154,0,2609,2800,NA,NA,24.0472975,24.0472975,NA,7.96299999999999,0.251161622504082,0.125580811252041,NA,NA,NA
"35_S15_T1","35","A8","Pausing",1,0,122.937,130.186,130.186,152.041666666667,4154,1,2710,2884,2884,3409,22.2897556571429,22.2897556571429,17.7187807224335,7.24900000000001,0.137950062077528,0.137950062077528,21.8556666666667,0.320283069226898,0.137264172525813
"35_S15_T1","35","A8","Extension",1,0,122.937,125.442,125.442,127.936,4154,1,2710,2770,2770,2830,23.6159895081967,23.6159895081967,21.9759654098361,2.505,0,0,2.49400000000001,0.400962309542901,0.400962309542901
"35_S15_T1","35","A9","ChainBottom",0,0,126.686,133.186,NA,NA,4154,0,2800,2956,NA,NA,21.237018089172,21.237018089172,NA,6.5,0.307692307692308,0.153846153846154,NA,NA,NA
"35_S15_T1","35","A9","Extension",0,0,126.686,133.186,NA,NA,4154,0,2800,2956,NA,NA,21.237018089172,21.237018089172,NA,6.5,0.307692307692308,0.153846153846154,NA,NA,NA
"35_S15_T1","35","A11","ChainBottom",0,0,130.44,139.685,NA,NA,4154,0,2890,3112,NA,NA,20.1013986547085,20.1013986547085,NA,9.245,0.432666306111411,0.216333153055706,NA,NA,NA
"35_S15_T1","35","A11","Extension",0,0,130.44,139.685,NA,NA,4154,0,2890,3112,NA,NA,20.1013986547085,20.1013986547085,NA,9.245,0.432666306111411,0.216333153055706,NA,NA,NA
"35_S15_T1","35","A12","ChainBottom",0,0,131.185,136.938,NA,NA,4154,0,2908,3046,NA,NA,20.2697352517986,20.2697352517986,NA,5.75299999999999,0.347644707109335,0.173822353554668,NA,NA,NA
"35_S15_T1","35","A12","Extension",0,0,131.185,136.938,NA,NA,4154,0,2908,3046,NA,NA,20.2697352517986,20.2697352517986,NA,5.75299999999999,0.347644707109335,0.173822353554668,NA,NA,NA
"35_S15_T1","35","A14","Pausing",1,0,135.685,139.435,139.435,161.75,4154,0,3016,3106,3106,3642,19.476660989011,19.476660989011,13.6353476350093,3.75,0.266666666666667,0.266666666666667,22.315,0.224064530584808,0.0896258122339234
"35_S15_T1","35","A14","Extension",1,0,135.685,139.435,NA,NA,4154,0,3016,3106,NA,NA,19.476660989011,19.476660989011,NA,3.75,0.266666666666667,0.266666666666667,NA,NA,NA
"35_S15_T1","35","A13","Pausing",1,0,135.935,144.186,144.186,182.916666666667,4154,1,3022,3220,3220,4150,18.8010630653266,18.8010630653266,10.6065639957035,8.251,0.121197430614471,0.242394861228942,38.7306666666667,0.129096667584687,0.051638667033875
"35_S15_T1","35","A13","Extension",1,0,138.186,139.936,139.936,141.935,4154,1,3076,3118,3118,3166,19.3831779069767,19.3831779069767,18.7506367346939,1.75,0.571428571428571,0.571428571428571,1.999,0,0
"35_S15_T1","35","A15","Pausing",1,0,139.44,165.935,165.935,183.04,4154,0,3106,3742,3742,4152,12.9066196703297,12.9066196703297,9.16032374695864,26.495,0.150971881487073,0.0754859407435365,17.105,0.0584624378836598,0.0584624378836598
"35_S15_T1","35","A15","Extension",1,0,139.44,165.935,NA,NA,4154,0,3106,3742,NA,NA,12.9066196703297,12.9066196703297,NA,26.495,0.150971881487073,0.0754859407435365,NA,NA,NA
"35_S15_T1","35","A16","Pausing",1,0,144.198,146.935,146.935,183.04,4154,0,3220,3286,3286,4152,16.9194237313433,16.9194237313433,10.1174950634371,2.73699999999999,0,0,36.105,0.110787979504224,0.0553939897521119
"35_S15_T1","35","A16","Extension",1,0,144.198,146.935,NA,NA,4154,0,3220,3286,NA,NA,16.9194237313433,16.9194237313433,NA,2.73699999999999,0,0,NA,NA,NA
"35_S15_T1","35","A17","ChainBottom",0,0,149.435,158.184,NA,NA,4154,0,3346,3556,NA,NA,11.1258522748815,11.1258522748815,NA,8.749,0.228597554006172,0,NA,NA,NA
"35_S15_T1","35","A17","Extension",0,0,149.435,158.184,NA,NA,4154,0,3346,3556,NA,NA,11.1258522748815,11.1258522748815,NA,8.749,0.228597554006172,0,NA,NA,NA
"35_S15_T1","35","A18","ChainBottom",0,0,155.435,170.935,NA,NA,4154,0,3490,3862,NA,NA,9.63942804289544,9.63942804289544,NA,15.5,0.0645161290322581,0.0645161290322581,NA,NA,NA
"35_S15_T1","35","A18","Extension",0,0,155.435,170.935,NA,NA,4154,0,3490,3862,NA,NA,9.63942804289544,9.63942804289544,NA,15.5,0.0645161290322581,0.0645161290322581,NA,NA,NA
"35_S15_T1","35","A19","Pausing",1,0,156.185,158.69,158.69,183.04,4154,0,3508,3568,3568,4152,10.7985185245902,10.7985185245902,9.26043362393163,2.505,0,0.399201596806388,24.35,0.0410677618069815,0.0410677618069815
"35_S15_T1","35","A19","Extension",1,0,156.185,158.69,NA,NA,4154,0,3508,3568,NA,NA,10.7985185245902,10.7985185245902,NA,2.505,0,0.399201596806388,NA,NA,NA
"35_S15_T1","35","A20","ChainBottom",0,0,176.94,182.185,NA,NA,4154,1,4006,4132,NA,NA,8.28608708661417,8.28608708661417,NA,5.245,0,0,NA,NA,NA
"35_S15_T1","35","A20","Extension",0,0,176.94,178.185,178.185,180.935,4154,1,4006,4036,4036,4102,9.4309335483871,9.4309335483871,7.93856776119403,1.245,0,0,2.75,0,0
"35_S5_T3","35","A1","Pausing",1,0,10.856,14.364,14.364,84,2858,1,20,104,104,1776,24.8597995764706,24.8597995764706,17.5879421578004,3.508,0,0,69.636,0.0861623298293986,0.0287207766097995
"35_S5_T3","35","A1","Extension",1,0,10.856,11.36,11.36,14.364,2858,1,20,32,32,104,25.2081801538462,25.2081801538462,24.8023840273973,0.504,0,0,3.004,0,0
"35_S5_T3","35","A2","Pausing",1,0,19.365,22.119,22.119,102.5,2858,0,224,290,290,2220,21.5765898507463,21.5765898507463,16.1711300517866,2.754,0.363108206245461,0,80.381,0.0870852564660803,0.0373222527711773
"35_S5_T3","35","A2","Extension",1,0,19.365,22.119,NA,NA,2858,0,224,290,NA,NA,21.5765898507463,21.5765898507463,NA,2.754,0.363108206245461,0,NA,NA,NA
"35_S5_T3","35","A3","Pausing",1,0,19.443,23.194,23.194,119.583333333333,2858,0,226,316,316,2630,21.327040989011,21.327040989011,15.1892560475162,3.751,0,0,96.3893333333333,0.0829967354617385,0.0414983677308693
"35_S5_T3","35","A3","Extension",1,0,19.443,23.194,NA,NA,2858,0,226,316,NA,NA,21.327040989011,21.327040989011,NA,3.751,0,0,NA,NA,NA
"35_S5_T3","35","A4","Pausing",1,1,28.116,34.604,34.604,66.692,2858,0,434,590,590,1360,19.6127001273885,19.6127001273885,15.723144306096,6.488,0,0,32.088,0.031164298180005,0
"35_S5_T3","35","A4","Extension",1,1,28.116,34.604,NA,NA,2858,0,434,590,NA,NA,19.6127001273885,19.6127001273885,NA,6.488,0,0,NA,NA,NA
"35_S5_T3","35","A5","ChainBottom",0,0,41.606,68.852,NA,NA,2858,0,758,1412,NA,NA,15.4685169618321,15.4685169618321,NA,27.246,0,0,NA,NA,NA
"35_S5_T3","35","A5","Extension",0,0,41.606,68.852,NA,NA,2858,0,758,1412,NA,NA,15.4685169618321,15.4685169618321,NA,27.246,0,0,NA,NA,NA
"35_S5_T3","35","A6","Pausing",1,0,73.109,77.942,77.942,129.04,2858,0,1514,1630,1630,2856,18.2477830769231,18.2477830769231,12.2626604563977,4.833,0.206910821435961,0,51.098,0.078280950330737,0.0391404751653685
"35_S5_T3","35","A6","Extension",1,0,73.109,77.942,NA,NA,2858,0,1514,1630,NA,NA,18.2477830769231,18.2477830769231,NA,4.833,0.206910821435961,0,NA,NA,NA
"35_S5_T3","35","A7","ChainBottom",0,0,77.69,87.69,NA,NA,2858,0,1624,1864,NA,NA,15.2572707883817,15.2572707883817,NA,10,0.1,0,NA,NA,NA
"35_S5_T3","35","A7","Extension",0,0,77.69,87.69,NA,NA,2858,0,1624,1864,NA,NA,15.2572707883817,15.2572707883817,NA,10,0.1,0,NA,NA,NA
"35_S5_T3","35","A8","Pausing",1,0,87.523,103.861,103.861,129.04,2858,1,1860,2252,2252,2856,13.1196447073791,13.1196447073791,10.5804833719008,16.338,0.122414004162076,0.061207002081038,25.179,0.0397156360459113,0.0397156360459113
"35_S5_T3","35","A8","Extension",1,0,87.523,90.608,90.608,92.524,2858,1,1860,1934,1934,1980,14.2673316,14.2673316,14.4110734042553,3.08500000000001,0,0.324149108589951,1.916,0.521920668058456,0
"35_S5_T3","35","A8","Extension",1,0,92.524,94.523,94.523,96.775,2858,1,1980,2028,2028,2082,15.001316122449,15.001316122449,14.0329229090909,1.999,0,0,2.25200000000001,0,0
"35_S5_T3","35","A8","Extension",1,0,96.775,97.607,97.607,99.857,2858,1,2082,2102,2102,2156,12.0887595238095,12.0887595238095,11.9242314545455,0.831999999999994,0,0,2.25,0.444444444444444,0
"35_S5_T3","35","A9","Pausing",1,0,90.86,95.608,95.608,129.04,2858,0,1940,2054,2054,2856,14.7788302608696,14.7788302608696,10.85882249066,4.748,0,0,33.432,0.0598229241445322,0.0299114620722661
"35_S5_T3","35","A9","Extension",1,0,90.86,95.608,NA,NA,2858,0,1940,2054,NA,NA,14.7788302608696,14.7788302608696,NA,4.748,0,0,NA,NA,NA
"35_S5_T3","35","A10","ChainBottom",0,0,99.188,105.278,NA,NA,2858,1,2140,2286,NA,NA,11.0574358503401,11.0574358503401,NA,6.09,0,0,NA,NA,NA
"35_S5_T3","35","A10","Extension",0,0,99.188,101.69,101.69,103.442,2858,1,2140,2200,2200,2242,11.3262145901639,11.3262145901639,10.9514330232558,2.502,0,0,1.752,0,0
"35_S5_T3","35","A11","ChainBottom",0,0,113.444,127.944,NA,NA,2858,1,2482,2830,NA,NA,10.4822749856734,10.4822749856734,NA,14.5,0,0,NA,NA,NA
"35_S5_T3","35","A11","Extension",0,0,125.443,125.443,125.443,127.944,2858,1,2770,2770,2770,2830,10.14896,10.14896,9.73129639344262,0,NA,NA,2.501,0,0
"35_S5_T4","35","A1","Pausing",1,0,26.11,28.611,28.611,99.7916666666667,5210,0,386,446,446,2155,27.0124128032787,27.0124128032787,20.0399272497076,2.501,0,0,71.1806666666667,0.0561950342321417,0.0140487585580354
"35_S5_T4","35","A1","Extension",1,0,26.11,28.611,NA,NA,5210,0,386,446,NA,NA,27.0124128032787,27.0124128032787,NA,2.501,0,0,NA,NA,NA
"35_S5_T4","35","A2","Pausing",1,1,30.361,33.606,33.606,42.111,5210,1,488,566,566,770,23.4879919620253,23.4879919620253,21.1295920487805,3.245,0,0,8.505,0,0
"35_S5_T4","35","A2","Pausing",1,1,42.111,58.275,58.275,61.774,5210,1,770,1158,1158,1242,20.9454151928021,20.9454151928021,20.7019557647059,16.164,0.0618658747834694,0,3.499,0,0
"35_S5_T4","35","A2","Extension",1,1,42.111,49.275,49.275,53.027,5210,1,770,942,942,1032,20.1359639884393,20.1359639884393,21.2048187912088,7.164,0,0,3.752,0,0
"35_S5_T4","35","A3","Pausing",1,1,55.441,65.523,65.523,73.274,5210,1,1090,1332,1332,1518,20.805347654321,20.805347654321,20.5309918716578,10.082,0,0,7.751,0.129015610888917,0.129015610888917
"35_S5_T4","35","A3","Pausing",1,1,73.274,82.776,82.776,115.277,5210,1,1518,1746,1746,2526,19.8171511790393,19.8171511790393,16.3428221895006,9.502,0.105241001894338,0,32.501,0,0
"35_S5_T4","35","A3","Extension",1,1,115.277,121.517,121.517,123.776,5210,1,2526,2676,2676,2730,14.1410053642384,14.1410053642384,13.3948958181818,6.23999999999999,0,0.16025641025641,2.259,0,0
"35_S5_T4","35","A4","Pausing",1,1,66.817,71.267,71.267,115.104,5210,0,1363,1470,1470,2522,20.4950567592593,20.4950567592593,17.3008929154796,4.45,0,0.224719101123595,43.837,0.0228117800031936,0
"35_S5_T4","35","A4","Extension",1,1,66.817,71.267,NA,NA,5210,0,1363,1470,NA,NA,20.4950567592593,20.4950567592593,NA,4.45,0,0.224719101123595,NA,NA,NA
"35_S5_T4","35","A12","Pausing",1,0,80.44,88.192,88.192,194,5210,0,1690,1876,1876,4416,18.3151863101604,18.3151863101604,13.3574352735144,7.752,0,0,105.808,0.0378043248147588,0.0378043248147588
"35_S5_T4","35","A12","Extension",1,0,80.44,88.192,NA,NA,5210,0,1690,1876,NA,NA,18.3151863101604,18.3151863101604,NA,7.752,0,0,NA,NA,NA
"35_S5_T4","35","A7","Pausing",1,1,152.021,156.025,156.025,211.023,5210,0,3408,3504,3504,4824,16.4240473195876,16.4240473195876,9.18640171839516,4.00400000000002,0,0,54.998,0.0545474380886578,0.0545474380886578
"35_S5_T4","35","A7","Pausing",1,0,211.023,213.938,213.938,227.04,5210,0,4824,4894,4894,5208,12.5866436619718,12.5866436619718,9.43404441269841,2.91499999999999,0.686106346483707,0,13.102,0,0
"35_S5_T4","35","A7","Extension",1,1,152.021,156.025,NA,NA,5210,0,3408,3504,NA,NA,16.4240473195876,16.4240473195876,NA,4.00400000000002,0,0,NA,NA,NA
"35_S5_T4","35","A8","ChainBottom",0,0,157.605,170.689,NA,NA,5210,1,3542,3856,NA,NA,9.00957755555556,9.00957755555556,NA,13.084,0,0,NA,NA,NA
"35_S5_T4","35","A8","Extension",0,0,157.605,164.602,164.602,165.354,5210,1,3542,3710,3710,3728,10.4348753254438,10.4348753254438,7.80888842105263,6.99700000000001,0,0,0.75200000000001,0,0
"35_S5_T4","35","A10","ChainBottom",0,0,176.358,189.355,NA,NA,5210,1,3992,4304,NA,NA,9.42696309904153,9.42696309904153,NA,12.997,0.0769408324998077,0,NA,NA,NA
"35_S5_T4","35","A10","Extension",0,0,176.358,184.108,184.108,184.359,5210,1,3992,4178,4178,4184,10.3053913368984,10.3053913368984,9.20296285714286,7.75,0,0,0.251000000000005,3.98406374501984,0
"35_S5_T4","35","A11","ChainBottom",0,0,184.192,200.186,NA,NA,5210,0,4180,4564,NA,NA,7.48942636363637,7.48942636363637,NA,15.994,0,0.0625234462923596,NA,NA,NA
"35_S5_T4","35","A11","Extension",0,0,184.192,200.186,NA,NA,5210,0,4180,4564,NA,NA,7.48942636363637,7.48942636363637,NA,15.994,0,0.0625234462923596,NA,NA,NA
"35_S5_T4","35","A6","ChainBottom",0,0,212.361,226.192,NA,NA,5210,1,4856,5188,NA,NA,10.0522956756757,10.0522956756757,NA,13.831,0.072301352035283,0,NA,NA,NA
"35_S5_T4","35","A6","Extension",0,0,212.361,224.274,224.274,226.192,5210,1,4856,5142,5142,5188,10.825290174216,10.825290174216,5.23140255319149,11.913,0.0839419121967598,0,1.91800000000001,0,0
"35_S5_T4","35","A5","Pausing",1,0,213.19,219.275,219.275,227.04,5210,1,4876,5022,5022,5208,12.087912585034,12.087912585034,7.65558401069519,6.08500000000001,0,0,7.76499999999999,0,0
"35_S5_T4","35","A5","Extension",1,0,213.19,216.023,216.023,217.274,5210,1,4876,4944,4944,4974,12.556581884058,12.556581884058,12.47272,2.833,0,0,1.251,0,0
"35_S9_T5","35","A1","Pausing",1,0,74.07,79.4,79.4,123.25,4634,0,1537,1665,1665,2718,27.5308034418605,27.5308034418605,21.8644965559772,5.33000000000001,0.187617260787992,0,43.85,0.136830102622577,0.0684150513112885
"35_S9_T5","35","A1","Extension",1,0,74.07,79.4,NA,NA,4634,0,1537,1665,NA,NA,27.5308034418605,27.5308034418605,NA,5.33000000000001,0.187617260787992,0,NA,NA,NA
"35_S9_T5","35","A2","Pausing",1,1,77.398,84.648,84.648,114.481,4634,1,1617,1791,1791,2507,27.9690190114286,27.9690190114286,21.5074697377964,7.25,0.137931034482759,0,29.833,0.167599637984782,0.100559782790869
"35_S9_T5","35","A2","Pausing",1,0,114.481,124.397,124.397,192.166666666667,4634,1,2507,2745,2745,4372,19.1932447698745,19.1932447698745,13.3783386793612,9.91600000000001,0.100847115772489,0,67.7696666666667,0.0885351853582478,0.0147558642263746
"35_S9_T5","35","A2","Extension",1,1,77.398,81.234,81.234,84.648,4634,1,1617,1709,1709,1791,28.0688458602151,28.0688458602151,27.8694045542169,3.836,0,0,3.414,0.292911540714704,0
"35_S9_T5","35","A2","Extension",1,1,114.481,119.065,119.065,121.146,4634,1,2507,2617,2617,2667,20.4898836936937,20.4898836936937,18.2613939215686,4.584,0,0,2.081,0,0
"35_S9_T5","35","A2","Extension",1,1,121.146,121.399,121.399,124.397,4634,1,2667,2673,2673,2745,18.18891,18.18891,17.9293017808219,0.253,0,0,2.998,0.333555703802535,0
"35_S9_T5","35","A3","ChainBottom",0,0,84.482,93.481,NA,NA,4634,0,1787,2003,NA,NA,22.5575552672811,22.5575552672811,NA,8.999,0.222246916324036,0,NA,NA,NA
"35_S9_T5","35","A3","Extension",0,0,84.482,93.481,NA,NA,4634,0,1787,2003,NA,NA,22.5575552672811,22.5575552672811,NA,8.999,0.222246916324036,0,NA,NA,NA
"35_S9_T5","35","A4","Pausing",1,1,85.482,87.483,87.483,94.98,4634,1,1811,1859,1859,2039,23.7162420408163,23.7162420408163,21.4905401104972,2.001,0,0,7.497,0.133386688008537,0.133386688008537
"35_S9_T5","35","A4","Extension",1,1,94.98,94.98,94.98,95.982,4634,1,2039,2039,2039,2063,20.35985,20.35985,20.35985,0,NA,NA,1.002,0,0.998003992015973
"35_S9_T5","35","A4","Extension",1,1,95.982,99.149,99.149,100.647,4634,1,2063,2139,2139,2175,20.5762575324675,20.5762575324675,20.9339037837838,3.167,0,0,1.498,0,0
"35_S9_T5","35","A5","ChainBottom",0,0,90.982,95.482,NA,NA,4634,0,1943,2051,NA,NA,20.5024988073394,20.5024988073394,NA,4.5,0,0.222222222222222,NA,NA,NA
"35_S9_T5","35","A5","Extension",0,0,90.982,95.482,NA,NA,4634,0,1943,2051,NA,NA,20.5024988073394,20.5024988073394,NA,4.5,0,0.222222222222222,NA,NA,NA
"35_S9_T5","35","A6","Pausing",1,0,101.321,114.983,114.983,170.083333333333,4634,0,2191,2519,2519,3842,21.3845921276596,21.3845921276596,15.3864376888218,13.662,0.146391450739277,0,55.1003333333333,0.0544461316023497,0.0181487105341165
"35_S9_T5","35","A6","Extension",1,0,101.321,114.983,NA,NA,4634,0,2191,2519,NA,NA,21.3845921276596,21.3845921276596,NA,13.662,0.146391450739277,0,NA,NA,NA
"35_S9_T5","35","A7","Pausing",1,0,110.07,111.068,111.068,170.5,4634,0,2401,2425,2425,3852,21.5990436,21.5990436,15.7896941316527,0.998000000000005,0,0,59.432,0.0673038093956118,0.0168259523489029
"35_S9_T5","35","A7","Extension",1,0,110.07,111.068,NA,NA,4634,0,2401,2425,NA,NA,21.5990436,21.5990436,NA,0.998000000000005,0,0,NA,NA,NA
"35_S9_T5","35","A8","Pausing",1,1,112.644,114.902,114.902,149.994,4634,1,2463,2517,2517,3359,22.0059216363636,22.0059216363636,16.7139235468565,2.258,0,0,35.092,0.0854895702724268,0
"35_S9_T5","35","A8","Pausing",1,0,149.994,172.728,172.728,203.04,4634,1,3359,3905,3905,4632,12.9281065265082,12.9281065265082,9.06608803571429,22.734,0.0439869798539632,0.0439869798539632,30.312,0.13196093956189,0.0329902348904724
"35_S9_T5","35","A8","Extension",1,1,149.994,164.982,164.982,168.483,4634,1,3359,3719,3719,3803,13.3080902493075,13.3080902493075,12.6645932941176,14.988,0,0.0667200427008273,3.501,0,0
"35_S9_T5","35","A9","Pausing",1,0,123.317,132.565,132.565,192.375,4634,0,2719,2941,2941,4377,17.5834944394619,17.5834944394619,12.7870358872651,9.248,0.108131487889273,0,59.81,0.0835980605249958,0.0167196121049992
"35_S9_T5","35","A9","Extension",1,0,123.317,132.565,NA,NA,4634,0,2719,2941,NA,NA,17.5834944394619,17.5834944394619,NA,9.248,0.108131487889273,0,NA,NA,NA
"35_S9_T5","35","A10","Pausing",1,0,129.982,141.984,141.984,203.04,4634,1,2879,3167,3167,4632,15.2905460207612,15.2905460207612,11.3399158526603,12.002,0.0833194467588735,0,61.056,0.081892033542977,0.0327568134171908
"35_S9_T5","35","A10","Extension",1,0,129.982,134.568,134.568,136.657,4634,1,2879,2989,2989,3039,16.8991471171171,16.8991471171171,14.7800756862745,4.58600000000001,0,0,2.089,0,0
"35_S9_T5","35","A11","ChainBottom",0,0,136.982,158.985,NA,NA,4634,1,3047,3575,NA,NA,14.1804552551985,14.1804552551985,NA,22.003,0,0,NA,NA,NA
"35_S9_T5","35","A11","Extension",0,0,136.982,147.235,147.235,152.982,4634,1,3047,3293,3293,3431,14.8863099190283,14.8863099190283,14.1036909352518,10.253,0,0,5.74699999999999,0,0
"35_S9_T5","35","A12","Pausing",1,0,172.229,175.483,175.483,203.04,4634,0,3893,3971,3971,4632,12.3928243037975,12.3928243037975,8.73080354984894,3.25399999999999,0.307314074984635,0,27.557,0.108865261095185,0.0362884203650615
"35_S9_T5","35","A12","Extension",1,0,172.229,175.483,NA,NA,4634,0,3893,3971,NA,NA,12.3928243037975,12.3928243037975,NA,3.25399999999999,0.307314074984635,0,NA,NA,NA
"35_S9_T5","35","A13","Pausing",1,0,173.066,189.398,189.398,203.04,4634,1,3913,4305,4305,4632,11.0742921882952,11.0742921882952,6.58167542682927,16.332,0.0612294881214793,0,13.642,0.146606069491277,0.0733030347456385
"35_S9_T5","35","A13","Extension",1,0,173.066,182.896,182.896,185.9,4634,1,3913,4149,4149,4221,12.0199840506329,12.0199840506329,10.0364553424658,9.82999999999998,0,0,3.00400000000002,0,0
"35_S9_T5","35","A14","Pausing",1,0,187.48,189.317,189.317,203.04,4634,0,4259,4303,4303,4632,9.03578444444445,9.03578444444445,6.59352621212121,1.83700000000002,0,0,13.723,0.145740727246229,0.0728703636231146
"35_S9_T5","35","A14","Extension",1,0,187.48,189.317,NA,NA,4634,0,4259,4303,NA,NA,9.03578444444445,9.03578444444445,NA,1.83700000000002,0,0,NA,NA,NA
"35_S9_T5","35","A15","Pausing",1,0,191.489,193.231,193.231,203.04,4634,0,4355,4397,4397,4632,7.03814232558139,7.03814232558139,6.1562863559322,1.74199999999999,0,0,9.809,0.101947191354878,0
"35_S9_T5","35","A15","Extension",1,0,191.489,193.231,NA,NA,4634,0,4355,4397,NA,NA,7.03814232558139,7.03814232558139,NA,1.74199999999999,0,0,NA,NA,NA
"35_S9_T5","35","A16","ChainBottom",0,0,199.237,202.228,NA,NA,4634,0,4541,4613,NA,NA,6.11977068493151,6.11977068493151,NA,2.99100000000001,0,0,NA,NA,NA
"35_S9_T5","35","A16","Extension",0,0,199.237,202.228,NA,NA,4634,0,4541,4613,NA,NA,6.11977068493151,6.11977068493151,NA,2.99100000000001,0,0,NA,NA,NA
"50_S13_T4","50","A1","ChainBottom",0,0,19.609,21.359,NA,NA,4347,0,230,272,NA,NA,43.4139124651163,43.4139124651163,NA,1.75,0,0,NA,NA,NA
"50_S13_T4","50","A1","Extension",0,0,19.609,21.359,NA,NA,4347,0,230,272,NA,NA,43.4139124651163,43.4139124651163,NA,1.75,0,0,NA,NA,NA
"50_S13_T4","50","A2","ChainBottom",0,0,22.312,23.811,NA,NA,4347,0,295,331,NA,NA,41.573737,41.573737,NA,1.499,0,0,NA,NA,NA
"50_S13_T4","50","A2","Extension",0,0,22.312,23.811,NA,NA,4347,0,295,331,NA,NA,41.573737,41.573737,NA,1.499,0,0,NA,NA,NA
"50_S13_T4","50","A3","ChainBottom",0,0,26.312,31.562,NA,NA,4347,0,391,517,NA,NA,40.1244806062992,40.1244806062992,NA,5.25,0.19047619047619,0,NA,NA,NA
"50_S13_T4","50","A3","Extension",0,0,26.312,31.562,NA,NA,4347,0,391,517,NA,NA,40.1244806062992,40.1244806062992,NA,5.25,0.19047619047619,0,NA,NA,NA
"50_S13_T4","50","A4","ChainBottom",0,0,31.062,36.063,NA,NA,4347,0,505,625,NA,NA,39.423716446281,39.423716446281,NA,5.001,0.1999600079984,0.1999600079984,NA,NA,NA
"50_S13_T4","50","A4","Extension",0,0,31.062,36.063,NA,NA,4347,0,505,625,NA,NA,39.423716446281,39.423716446281,NA,5.001,0.1999600079984,0.1999600079984,NA,NA,NA
"50_S13_T4","50","A5","ChainBottom",0,0,35.817,37.062,NA,NA,4347,0,619,649,NA,NA,39.502844516129,39.502844516129,NA,1.245,0,0.803212851405624,NA,NA,NA
"50_S13_T4","50","A5","Extension",0,0,35.817,37.062,NA,NA,4347,0,619,649,NA,NA,39.502844516129,39.502844516129,NA,1.245,0,0.803212851405624,NA,NA,NA
"50_S13_T4","50","A6","Pausing",1,0,38.063,39.563,39.563,83.0833333333333,4347,0,673,709,709,1754,39.6927086486486,39.6927086486486,35.840206624283,1.5,0.666666666666667,0,43.5203333333333,0.459555303651167,0.298710947373259
"50_S13_T4","50","A6","Extension",1,0,38.063,39.563,NA,NA,4347,0,673,709,NA,NA,39.6927086486486,39.6927086486486,NA,1.5,0.666666666666667,0,NA,NA,NA
"50_S13_T4","50","A7","ChainBottom",0,0,38.563,43.562,NA,NA,4347,0,685,805,NA,NA,39.9636558595041,39.9636558595041,NA,4.999,0.400080016003201,0,NA,NA,NA
"50_S13_T4","50","A7","Extension",0,0,38.563,43.562,NA,NA,4347,0,685,805,NA,NA,39.9636558595041,39.9636558595041,NA,4.999,0.400080016003201,0,NA,NA,NA
"50_S13_T4","50","A8","ChainBottom",0,0,41.812,50.063,NA,NA,4347,0,763,961,NA,NA,39.131816879397,39.131816879397,NA,8.251,0.363592291843413,0.484789722457884,NA,NA,NA
"50_S13_T4","50","A8","Extension",0,0,41.812,50.063,NA,NA,4347,0,763,961,NA,NA,39.131816879397,39.131816879397,NA,8.251,0.363592291843413,0.484789722457884,NA,NA,NA
"50_S13_T4","50","A9","ChainBottom",0,0,43.061,47.311,NA,NA,4347,0,793,895,NA,NA,39.2924676601942,39.2924676601942,NA,4.25,0.235294117647059,0.235294117647059,NA,NA,NA
"50_S13_T4","50","A9","Extension",0,0,43.061,47.311,NA,NA,4347,0,793,895,NA,NA,39.2924676601942,39.2924676601942,NA,4.25,0.235294117647059,0.235294117647059,NA,NA,NA
"50_S13_T4","50","A10","ChainBottom",0,0,45.31,48.561,NA,NA,4347,0,847,925,NA,NA,38.6654044303797,38.6654044303797,NA,3.251,0,0.615195324515534,NA,NA,NA
"50_S13_T4","50","A10","Extension",0,0,45.31,48.561,NA,NA,4347,0,847,925,NA,NA,38.6654044303797,38.6654044303797,NA,3.251,0,0.615195324515534,NA,NA,NA
