"Rep","time","mintime","chainlength","gaplength","from","to","step","time_adj"
"Chain6",310,0,80.5874590163934,34.9590163934426,310,320,32,310
"Chain6",320,0,82.8005737704918,32.827868852459,320,330,33,320
"Chain6",330,0,82.8825409836066,32.5819672131147,330,340,34,330
"Chain7",0,0,7.11478991596638,29.2436974789916,0,10,1,0
"Chain7",10,0,8.68336134453781,27.7872268907563,10,20,2,10
"Chain7",20,0,16.5265546218487,19.8319327731092,20,30,3,20
"Chain7",30,0,24.3136134453782,12.9411764705882,30,40,4,30
"Chain7",40,0,21.0643697478992,17.703025210084,40,50,5,40
"Chain7",50,0,14.453781512605,24.3697478991597,50,60,6,50
"Chain7",60,0,16.5265546218487,22.296974789916,60,70,7,60
"Chain7",70,0,21.9047058823529,16.6946218487395,70,80,8,70
"Chain7",80,0,21.5126050420168,17.1988235294118,80,90,9,80
"Chain7",90,0,20.8403361344538,18.1512605042017,90,100,10,90
"Chain7",100,0,27.5068907563025,15.7423529411765,100,110,11,100
"Chain7",110,0,28.5714285714286,15.7983193277311,110,120,12,110
"Chain7",120,0,31.5966386554622,13.4453781512605,120,130,13,120
"Chain7",130,0,38.935462184874,12.4931092436975,130,140,14,130
"Chain7",140,0,41.7926050420168,13.2773109243698,140,150,15,140
"Chain7",150,0,43.5294117647059,15.6302521008403,150,160,16,150
"Chain7",160,0,53.781512605042,11.0363025210084,160,170,17,160
"Chain7",170,0,65.6021848739496,10.9243697478992,170,180,18,170
"Chain7",180,0,65.826218487395,13.3894117647059,180,190,19,180
"Chain7",190,0,65.6021848739496,15.4621848739496,190,200,20,190
"Chain7",200,0,77.0867226890756,10.3642016806723,200,210,21,200
"Chain7",210,0,80.8403361344538,12.8850420168067,210,220,22,210
"Chain7",220,0,84.1455462184874,10.4201680672269,220,230,23,220
"Chain7",230,0,87.2828571428572,11.1484033613445,230,240,24,230
"Chain7",240,0,82.6890756302521,16.3025210084034,240,250,25,240
"Chain7",250,0,83.6974789915966,15.2941176470588,250,260,26,250
"Chain7",260,0,89.5236974789916,13.2213445378151,260,270,27,260
"Chain7",270,0,96.6386554621849,10.5321008403361,270,280,28,270
"Chain7",280,0,89.2436974789916,18.8235294117647,280,290,29,280
"Chain7",290,0,85.6581512605042,22.6890756302521,290,300,30,290
"Chain7",300,0,93.0531092436975,15.406218487395,300,310,31,300
"Chain7",310,0,97.4228571428571,13.2773109243698,310,320,32,310
"Chain7",320,0,104.145546218487,10.8124369747899,320,330,33,320
"Chain7",330,0,97.6470588235294,17.8710924369748,330,340,34,330
"Chain7",340,0,96.358487394958,19.1036974789916,340,350,35,340
"Chain7",350,0,96.4144537815126,19.1596638655462,350,360,36,350
"Chain7",360,0,87.5068907563025,28.0672268907563,360,370,37,360
"Chain7",370,0,93.1652100840336,22.2408403361345,370,380,38,370
"Chain7",380,0,85.7702521008403,29.9719327731092,380,390,39,380
"Chain7",390,0,83.8094117647059,31.8208403361345,390,400,40,390
"Chain7",400,0,88.0672268907563,27.563025210084,400,410,41,400
"Chain7",410,0,91.9327731092437,23.4732773109244,410,420,42,410
"Chain7",420,0,93.6134453781513,21.9047058823529,420,430,43,420
"Chain7",430,0,89.9159663865546,25.8262184873949,430,440,44,430
"Chain7",440,0,95.7983193277311,19.7198319327731,440,450,45,440
"Chain7",450,0,103.809411764706,11.7087394957983,450,460,46,450
"Chain7",460,0,103.977478991597,17.1428571428571,460,470,47,460
"Chain7",470,0,109.131596638655,13.6694117647059,470,480,48,470
"Chain7",480,0,107.282857142857,15.7423529411765,480,490,49,480
"Chain7",490,0,103.641344537815,19.3838655462185,490,500,50,490
"Chain8",90,90,7.9944398340249,29.3223236514523,90,100,1,0
"Chain8",100,90,13.3195020746888,24.4398340248963,100,110,2,10
"Chain8",110,90,14.7302904564315,22.8077178423236,110,120,3,20
"Chain8",120,90,14.8132780082988,22.7800829875519,120,130,4,30
"Chain8",130,90,16.4730290456432,21.2033195020747,130,140,5,40
"Chain8",140,90,29.5020746887967,10.746887966805,140,150,6,50
"Chain8",150,90,39.8755186721992,5.93360995850623,150,160,7,60
"Chain8",160,90,47.0954356846473,9.83402489626556,160,170,8,70
"Chain8",170,90,49.3360995850622,11.2448132780083,170,180,9,80
"Chain8",180,90,45.6016597510373,14.9792531120332,180,190,10,90
"Chain8",190,90,44.1078838174274,17.3029045643154,190,200,11,100
"Chain8",200,90,39.7095435684647,19.4605809128631,200,210,12,110
"Chain8",210,90,44.6058091286307,14.6473029045643,210,220,13,120
"Chain8",220,90,41.4522821576763,22.0331950207469,220,230,14,130
"Chain8",230,90,40.0414937759336,24.1078838174274,230,240,15,140
"Chain8",240,90,52.655601659751,13.4854771784232,240,250,16,150
"Chain8",250,90,58.1327800829876,10.2489626556017,250,260,17,160
"Chain8",260,90,64.5228215767635,8.92116182572614,260,270,18,170
"Chain8",270,90,71.2448132780083,6.43153526970954,270,280,19,180
"Chain8",280,90,72.4896265560166,10,280,290,20,190
"Chain8",290,90,81.0373443983403,10.5809128630706,290,300,21,200
"Chain8",300,90,79.5435684647303,17.2199170124481,300,310,22,210
"Chain8",310,90,78.7966804979253,19.045643153527,310,320,23,220
"Chain8",320,90,77.1369294605809,21.0373443983402,320,330,24,230
"Chain8",330,90,81.4522821576764,16.5560165975104,330,340,25,240
"Chain8",340,90,95.2282157676349,7.51037344398341,340,350,26,250
"Chain8",350,90,95.5601659751037,16.2240663900415,350,360,27,260
"Chain8",360,90,84.7717842323651,27.0954356846473,360,370,28,270
"Chain8",370,90,85.6016597510373,26.0995850622407,370,380,29,280
